probe	id	pvalue	symbol	group
1127	A_23_P85726	0.00146	METTL18	GSE74341_LOvsAT
1139	A_23_P152995	0.01626	SLC6A4	GSE74341_LOvsAT
1154	A_24_P109432	9e-05	NBEAL1	GSE74341_LOvsAT
1155	A_33_P3341329	0.01917	ZCRB1	GSE74341_LOvsAT
1157	A_21_P0000885	0.00046	LOC284408	GSE74341_LOvsAT
1162	A_32_P114284	0.01176	IKZF2	GSE74341_LOvsAT
1170	A_23_P252082	0.02691	TMEM176A	GSE74341_LOvsAT
1195	A_23_P145777	0.0168	NDUFA4	GSE74341_LOvsAT
1196	A_24_P43144	0.04081	PDE11A	GSE74341_LOvsAT
1211	A_24_P179351	0.00236	TPT1	GSE74341_LOvsAT
1215	A_23_P11025	0.00246	ZNF185	GSE74341_LOvsAT
1226	A_23_P136909	0.00148	HMGN5	GSE74341_LOvsAT
1227	A_23_P99452	0.03045	BRCA2	GSE74341_LOvsAT
1228	A_19_P00329711	0.02759	MAVS	GSE74341_LOvsAT
1232	A_33_P3335740	0.00073	FLJ10038	GSE74341_LOvsAT
1234	A_33_P3629247	0.04184	ANKMY1	GSE74341_LOvsAT
1244	A_33_P3401252	0.04841	HSP90B3P	GSE74341_LOvsAT
1252	A_23_P114134	0.00059	SSX3	GSE74341_LOvsAT
1261	A_23_P121144	0.02017	LYZL4	GSE74341_LOvsAT
1269	A_23_P433791	0.03803	C1orf124	GSE74341_LOvsAT
1270	A_23_P420942	0.01787		GSE74341_LOvsAT
1274	A_33_P3325935	0.01606	PQBP1	GSE74341_LOvsAT
1275	A_23_P401076	0.01348	SUSD3	GSE74341_LOvsAT
1288	A_21_P0000033	0.02629	LOC100287718	GSE74341_LOvsAT
1290	A_23_P46063	0.03878	NME7	GSE74341_LOvsAT
1296	A_23_P49155	0.01166	CDH3	GSE74341_LOvsAT
1304	A_23_P136683	0.03905	HLA-DQB1	GSE74341_LOvsAT
1313	A_33_P3269278	0.01233	ZNF461	GSE74341_LOvsAT
1315	A_33_P3324137	0.00061	PRO0628	GSE74341_LOvsAT
1320	A_23_P114466	0.00936	TBL1Y	GSE74341_LOvsAT
1325	A_23_P98431	0.02565	HMBS	GSE74341_LOvsAT
1333	A_23_P164141	0.01538	PSME3	GSE74341_LOvsAT
1337	A_21_P0002847	0.03991	XLOC_003095	GSE74341_LOvsAT
1355	A_33_P3299811	0.0039	FLVCR1-AS1	GSE74341_LOvsAT
1360	A_24_P42039	0.00631	BUTR1	GSE74341_LOvsAT
1367	A_23_P20722	0.00475	SNAPC4	GSE74341_LOvsAT
1373	A_32_P8251	0.03683	PHRF1	GSE74341_LOvsAT
1378	A_32_P101699	0.0196	LOC729887	GSE74341_LOvsAT
1380	A_33_P3361412	0.01181	SLC22A15	GSE74341_LOvsAT
1390	A_33_P3271171	0.0123	CNOT3	GSE74341_LOvsAT
1402	A_24_P904903	0.00549	DDX39B	GSE74341_LOvsAT
1406	A_23_P202496	0.02677	NOC3L	GSE74341_LOvsAT
1409	A_33_P3391105	0.03846	LRP1	GSE74341_LOvsAT
1423	A_24_P134789	0.03189	KRTAP10-10	GSE74341_LOvsAT
1428	A_23_P145146	0.00572	PDCD2	GSE74341_LOvsAT
1432	A_33_P3403937	0.03535	LOC100129399	GSE74341_LOvsAT
1439	A_23_P138631	0.00707	SMC3	GSE74341_LOvsAT
1443	A_21_P0001800	0.0038	XLOC_002487	GSE74341_LOvsAT
1447	A_23_P117225	0.03085	ERCC5	GSE74341_LOvsAT
1448	A_33_P3318027	0.04464	CSNK2B	GSE74341_LOvsAT
1456	A_24_P282383	0.00906	MYH7	GSE74341_LOvsAT
1459	A_33_P3376434	0.03575	SETD5	GSE74341_LOvsAT
1461	A_32_P220750	0.01296	PLGLB1	GSE74341_LOvsAT
1462	A_24_P22746	0.00041	ZADH2	GSE74341_LOvsAT
1470	A_32_P73217	0.01557	TMEM167B	GSE74341_LOvsAT
1474	A_24_P243776	0.01132	ZNF277	GSE74341_LOvsAT
1480	A_23_P40039	0.03627	AMMECR1L	GSE74341_LOvsAT
1489	A_24_P410627	0.01372	MKRN1	GSE74341_LOvsAT
1505	A_23_P250813	0.00409	WRN	GSE74341_LOvsAT
1508	A_33_P3347707	0.021	NOVA2	GSE74341_LOvsAT
1511	A_33_P3315763	0.03515		GSE74341_LOvsAT
1515	A_24_P305223	0.03263	CTAGE1	GSE74341_LOvsAT
1516	A_33_P3884230	0.02544	NFIX	GSE74341_LOvsAT
1554	A_33_P3397051	0.02797	EXOC8	GSE74341_LOvsAT
1560	A_24_P941505	0.00282	FAM120A	GSE74341_LOvsAT
1563	A_21_P0014060	0.00319	PIGC	GSE74341_LOvsAT
1564	A_24_P944299	0.02581	CDC42BPA	GSE74341_LOvsAT
1572	A_24_P19828	0.0286	TOE1	GSE74341_LOvsAT
1580	A_24_P76018	0.03266	C3orf71	GSE74341_LOvsAT
1582	A_24_P220472	0.03493	SPATA12	GSE74341_LOvsAT
1587	A_33_P3262541	0.0091	ADAMTSL2	GSE74341_LOvsAT
1589	A_23_P8339	2e-04	MRPL18	GSE74341_LOvsAT
1592	A_23_P134454	0.01718	CAV1	GSE74341_LOvsAT
1604	A_23_P105118	0.02719	OR51G1	GSE74341_LOvsAT
1612	A_21_P0000061	0.01473	CGREF1	GSE74341_LOvsAT
1613	A_23_P28169	0.01021	ARL6IP6	GSE74341_LOvsAT
1618	A_21_P0000799	0.00433	LOC100506054	GSE74341_LOvsAT
1621	A_23_P3775	0.00138	OGFOD1	GSE74341_LOvsAT
1625	A_33_P3352517	0.04572	ACOT6	GSE74341_LOvsAT
1629	A_23_P110433	0.03736	PPWD1	GSE74341_LOvsAT
1630	A_21_P0001994	0.03693	LOC100505964	GSE74341_LOvsAT
1639	A_32_P64038	0.00157		GSE74341_LOvsAT
1663	A_24_P403303	0.01412	PHF20L1	GSE74341_LOvsAT
1696	A_23_P169819	0.00651	EPHA3	GSE74341_LOvsAT
1697	A_21_P0000315	0.00733	SNORA18	GSE74341_LOvsAT
1700	A_23_P37005	0.01649	MTRF1	GSE74341_LOvsAT
1701	A_33_P3859897	0.0414		GSE74341_LOvsAT
