A	Coef.EOvsC	Coef.LOvsC	t.EOvsC	t.LOvsC	p.value.EOvsC	p.value.LOvsC	p.value.adj.EOvsC	p.value.adj.LOvsC	F	F.p.value	Res.EOvsC	Res.LOvsC	Genes.ProbeID	Genes.EntrezGeneID	Genes.GeneSymbol
-0.67	-0.153	-0.188	-0.64	-0.78	0.53358	0.44696	0.804179	0.893487	0.34	0.71975	0	0	NA	NA	NA
-0.06	-0.186	0.004	-1.59	0.03	0.13584	0.97353	0.477051	0.996562	1.87	0.19292	0	0	NA	NA	NA
-0.06	-0.165	-0.145	-1.53	-1.35	0.14899	0.20004	0.4927	0.789372	1.35	0.29201	0	0	NA	NA	NA
-0.03	0.001	-0.014	0.01	-0.12	0.99404	0.90469	0.999147	0.986685	0.01	0.98852	0	0	NA	NA	NA
0.21	0.347	1.2	0.61	2.1	0.55383	0.05531	0.815498	0.698154	2.43	0.12583	0	0	NA	NA	NA
-0.04	-0.12	-0.006	-0.76	-0.04	0.46157	0.97097	0.759661	0.996249	0.39	0.68187	0	0	NA	NA	NA
-0.06	0.112	0.059	0.81	0.42	0.43483	0.67816	0.741534	0.9474	0.32	0.72837	0	0	NA	NA	NA
0.07	-0.562	-0.169	-2.71	-0.81	0.01743	0.42992	0.23408	0.887865	4.03	0.04281	0	0	NA	NA	NA
-0.08	-0.297	-0.18	-2.72	-1.65	0.01728	0.12287	0.233291	0.755207	3.71	0.0525	0	0	NA	NA	NA
0	-0.103	0.256	-0.45	1.13	0.65828	0.27899	0.869708	0.829134	1.48	0.26292	0	0	NA	NA	NA
0.07	-0.134	0.111	-0.61	0.5	0.5546	0.62216	0.815801	0.935176	0.7	0.51605	0	0	NA	NA	NA
-0.15	-0.097	-0.208	-0.31	-0.66	0.76308	0.51945	0.917692	0.912487	0.22	0.80418	0	0	NA	NA	NA
0.1	-0.182	0.017	-1.58	0.14	0.13671	0.8872	0.478519	0.984405	2.01	0.17226	0	0	NA	NA	NA
0.05	0.31	-0.085	1.24	-0.34	0.23627	0.7405	0.586158	0.960629	1.53	0.25182	0	0	NA	NA	NA
-0.6	0.297	0.491	0.49	0.81	0.63303	0.43343	0.856039	0.889052	0.33	0.72643	0	0	NA	NA	NA
-0.05	-0.265	0.312	-0.47	0.55	0.64715	0.59069	0.86341	0.928389	0.59	0.57046	0	0	NA	NA	NA
0.14	0.212	0.108	1.37	0.7	0.19408	0.4958	0.544955	0.906699	0.94	0.41588	0	0	NA	NA	NA
-0.17	-0.311	-0.062	-2.14	-0.43	0.05148	0.67663	0.335579	0.9474	2.71	0.10304	0	0	NA	NA	NA
-0.73	-0.434	0.114	-0.79	0.21	0.44528	0.83999	0.748918	0.976603	0.61	0.55871	0	0	NA	NA	NA
-0.11	0.059	-0.002	0.33	-0.01	0.74625	0.99165	0.911326	0.999143	0.08	0.92186	0	0	NA	NA	NA
0.24	-0.014	0.134	-0.05	0.47	0.9613	0.64838	0.988935	0.941955	0.18	0.83913	0	0	NA	NA	NA
-0.22	0.011	0.064	0.02	0.11	0.98488	0.91354	0.99618	0.98759	0.01	0.99262	0	0	NA	NA	NA
0.04	-0.262	0.048	-2.13	0.39	0.05255	0.70194	0.337765	0.952229	4.06	0.04217	0	0	NA	NA	NA
0.07	-0.063	0.072	-0.79	0.89	0.4439	0.38696	0.748119	0.87077	1.6	0.23918	0	0	NA	NA	NA
0.36	0.145	0.638	0.77	3.41	0.45254	0.00455	0.754222	0.546335	6.71	0.00969	0	0	NA	NA	NA
-0.17	-0.483	-0.183	-1.86	-0.7	0.08568	0.49519	0.401519	0.90642	1.8	0.203	0	0	NA	NA	NA
-0.27	0.108	0.479	0.46	2.03	0.65474	0.06273	0.867725	0.703535	2.39	0.12996	0	0	NA	NA	NA
0.45	0.916	0.76	1.65	1.37	0.12189	0.19321	0.459377	0.784131	1.51	0.25582	0	0	NA	NA	NA
0.75	0.145	0.128	0.22	0.2	0.8256	0.84576	0.942329	0.977312	0.03	0.97132	0	0	NA	NA	NA
0.14	0.18	0.184	1.36	1.39	0.19615	0.18673	0.547205	0.780693	1.22	0.3266	0	0	NA	NA	NA
0.03	0.305	0.068	1.5	0.33	0.15725	0.74436	0.503931	0.960634	1.3	0.30398	0	0	NA	NA	NA
-0.16	-0.506	-0.199	-3.14	-1.23	0.00766	0.23882	0.179819	0.807106	5.12	0.02253	0	0	NA	NA	NA
0.02	0.179	0.061	0.57	0.19	0.57984	0.84992	0.827318	0.978191	0.17	0.84394	0	0	NA	NA	NA
0.03	-0.042	0.079	-0.3	0.57	0.76787	0.58117	0.919566	0.926334	0.43	0.65689	0	0	NA	NA	NA
-0.12	0.205	0.21	2.07	2.12	0.05842	0.05304	0.35001	0.696046	2.83	0.09475	0	0	NA	NA	NA
-0.28	-0.694	-0.115	-2.6	-0.43	0.02172	0.67325	0.249681	0.946833	4.12	0.04053	0	0	NA	NA	NA
-0.41	-0.352	0.281	-0.92	0.73	0.37494	0.4769	0.70054	0.902249	1.54	0.25091	0	0	NA	NA	NA
-0.04	-0.139	0.282	-0.88	1.8	0.39348	0.09532	0.712707	0.732531	4.17	0.03938	0	0	NA	NA	NA
0.04	-0.164	-0.107	-1.43	-0.94	0.17566	0.36507	0.524331	0.861925	1.04	0.38117	0	0	NA	NA	NA
-0.09	-0.099	0.223	-0.31	0.69	0.76468	0.50117	0.918153	0.908676	0.58	0.57183	0	0	NA	NA	NA
-0.16	0.147	0.112	1.04	0.79	0.31811	0.44386	0.656445	0.892355	0.57	0.57835	0	0	NA	NA	NA
-0.35	-0.425	-0.081	-2.15	-0.41	0.0508	0.68795	0.334516	0.948829	2.75	0.10033	0	0	NA	NA	NA
-0.09	-0.19	-0.1	-2	-1.05	0.06627	0.3113	0.367183	0.841488	2	0.1735	0	0	NA	NA	NA
0.09	0	-0.073	0	-0.39	0.99996	0.70414	1	0.95304	0.11	0.89763	0	0	NA	NA	NA
-0.18	-0.164	-0.078	-1.11	-0.53	0.28834	0.60755	0.632456	0.932291	0.62	0.55416	0	0	NA	NA	NA
-0.29	-0.495	-0.292	-1.79	-1.06	0.09641	0.30996	0.422376	0.841421	1.6	0.23784	0	0	NA	NA	NA
-0.14	-0.057	-0.045	-0.56	-0.44	0.5864	0.66854	0.831599	0.945757	0.17	0.84769	0	0	NA	NA	NA
-0.01	0.001	-0.017	0.01	-0.12	0.99339	0.90257	0.998912	0.986324	0.01	0.98793	0	0	NA	NA	NA
0	0.002	-0.059	0.02	-0.56	0.98764	0.58729	0.997191	0.927737	0.23	0.79686	0	0	NA	NA	NA
-0.17	0.07	0.31	0.11	0.49	0.91267	0.63084	0.972109	0.936685	0.14	0.87077	0	0	NA	NA	NA
-0.11	0.1	0.044	0.5	0.22	0.62251	0.82732	0.850007	0.974679	0.13	0.87971	0	0	NA	NA	NA
-0.05	0.317	0.144	1.35	0.61	0.20078	0.55013	0.551581	0.917201	0.92	0.42278	0	0	NA	NA	NA
-0.03	0.241	0.135	0.82	0.46	0.42797	0.65347	0.736647	0.942191	0.33	0.72168	0	0	NA	NA	NA
0.32	-0.462	-0.034	-0.88	-0.07	0.39559	0.9489	0.714098	0.993266	0.51	0.60928	0	0	NA	NA	NA
0	-0.204	-0.177	-1.54	-1.33	0.14641	0.20507	0.490177	0.792234	1.35	0.29178	0	0	NA	NA	NA
-0.22	0.021	0.179	0.07	0.6	0.94436	0.55992	0.983443	0.920312	0.23	0.79911	0	0	NA	NA	NA
0.23	0.119	0.086	0.92	0.67	0.3721	0.51627	0.698573	0.911771	0.44	0.65082	0	0	NA	NA	NA
-0.15	0.292	0.1	2.22	0.76	0.04479	0.46257	0.317363	0.897871	2.62	0.11013	0	0	NA	NA	NA
-0.3	0.319	0.653	1.07	2.18	0.30565	0.04745	0.646889	0.682796	2.4	0.12879	0	0	NA	NA	NA
-0.34	-0.077	-0.401	-0.3	-1.58	0.76511	0.13668	0.918359	0.759282	1.49	0.25989	0	0	NA	NA	NA
0.13	-0.282	-0.44	-0.63	-0.99	0.53836	0.34139	0.806814	0.853312	0.49	0.62218	0	0	NA	NA	NA
-0.35	0.617	0.65	2.29	2.41	0.03906	0.0311	0.301723	0.649324	3.56	0.0579	0	0	NA	NA	NA
0.06	0.298	0.764	0.62	1.59	0.54515	0.13551	0.810631	0.759282	1.31	0.30187	0	0	NA	NA	NA
-0.18	0.411	0.419	1.42	1.45	0.17936	0.17118	0.528494	0.773558	1.32	0.30028	0	0	NA	NA	NA
0.24	0.778	-0.754	1.28	-1.25	0.22086	0.23444	0.571025	0.804881	3.6	0.05628	0	0	NA	NA	NA
-0.76	-0.337	-0.128	-0.83	-0.32	0.41923	0.75657	0.731323	0.962532	0.36	0.70226	0	0	NA	NA	NA
-0.23	-0.019	-0.17	-0.08	-0.67	0.94099	0.51556	0.982341	0.911707	0.29	0.75551	0	0	NA	NA	NA
-0.69	-1.073	-0.754	-2.34	-1.64	0.03567	0.12389	0.29193	0.755207	2.82	0.09548	0	0	NA	NA	NA
-0.83	-0.088	-0.283	-0.18	-0.58	0.85985	0.57147	0.954806	0.923928	0.18	0.83485	0	0	NA	NA	NA
-0.68	0.5	-0.669	0.79	-1.05	0.44617	0.31213	0.749256	0.841888	1.91	0.18702	0	0	NA	NA	NA
-0.67	0.857	-0.321	1.24	-0.46	0.23658	0.64967	0.586578	0.942115	1.73	0.21487	0	0	NA	NA	NA
-0.1	-0.047	-0.503	-0.27	-2.94	0.78814	0.01136	0.928106	0.577606	5.64	0.01684	0	0	NA	NA	NA
-0.16	0.281	0.063	1.41	0.32	0.18252	0.75589	0.532336	0.962315	1.14	0.34774	0	0	NA	NA	NA
-0.05	0.153	0.166	0.69	0.75	0.50161	0.46645	0.784679	0.900007	0.34	0.72088	0	0	NA	NA	NA
-0.08	0.316	0.561	0.53	0.94	0.60611	0.36538	0.841973	0.862119	0.44	0.65357	0	0	NA	NA	NA
-0.25	0.641	0.216	1.26	0.42	0.22981	0.67863	0.580717	0.947432	0.85	0.45054	0	0	NA	NA	NA
0.18	0.834	0.837	2.78	2.79	0.0155	0.01519	0.225782	0.592305	4.97	0.02447	0	0	NA	NA	NA
-0.55	0.388	-0.237	0.53	-0.32	0.60405	0.75031	0.840791	0.961487	0.42	0.66603	0	0	NA	NA	NA
-0.09	0.456	0.372	1.49	1.22	0.15934	0.24452	0.506763	0.810248	1.22	0.32597	0	0	NA	NA	NA
-0.23	0.765	0.225	1.61	0.47	0.13065	0.64283	0.470812	0.940148	1.43	0.27484	0	0	NA	NA	NA
-0.56	0.043	0.165	0.11	0.41	0.91629	0.68894	0.973275	0.949148	0.09	0.91074	0	0	NA	NA	NA
0.21	0.773	0.61	1.22	0.96	0.24441	0.35335	0.593967	0.85708	0.8	0.46959	0	0	NA	NA	NA
-0.08	0.543	0.341	1.47	0.92	0.16545	0.37277	0.514094	0.864458	1.09	0.36593	0	0	NA	NA	NA
-0.87	0.126	-0.634	0.21	-1.06	0.83547	0.30651	0.945748	0.839929	1.03	0.38337	0	0	NA	NA	NA
-0.17	0.603	0.275	2.19	1	0.04664	0.33458	0.322924	0.850448	2.44	0.12517	0	0	NA	NA	NA
-0.55	0.112	0.007	0.25	0.02	0.80803	0.98793	0.936053	0.998887	0.04	0.95944	0	0	NA	NA	NA
0.06	0.216	0.183	0.6	0.51	0.55809	0.62076	0.816955	0.934842	0.2	0.8195	0	0	NA	NA	NA
-0.15	0.798	0.765	4.16	3.99	0.00107	0.00147	0.089277	0.476241	10.71	0.0017	0	0	NA	NA	NA
-0.27	0.341	-0.175	1.46	-0.75	0.16729	0.46716	0.515758	0.900007	2.83	0.09483	0	0	NA	NA	NA
-0.2	0.007	0.097	0.03	0.39	0.97785	0.69915	0.994375	0.951643	0.1	0.90159	0	0	NA	NA	NA
-0.11	0.458	-0.037	0.87	-0.07	0.39925	0.94564	0.717126	0.992573	0.6	0.56266	0	0	NA	NA	NA
-0.11	-0.381	-0.584	-2.13	-3.27	0.05241	0.00596	0.337536	0.561066	5.41	0.0191	0	0	NA	NA	NA
-0.36	0.127	0.179	0.73	1.03	0.47912	0.32277	0.769391	0.846068	0.55	0.59209	0	0	NA	NA	NA
-0.46	0.008	-0.604	0.03	-2.45	0.97316	0.02865	0.993014	0.642597	4.42	0.03371	0	0	NA	NA	NA
-0.13	-0.06	-0.211	-0.33	-1.14	0.7502	0.27284	0.912827	0.824862	0.72	0.50297	0	0	NA	NA	NA
0.09	-0.352	-0.361	-1.1	-1.12	0.29288	0.28062	0.635911	0.830401	0.79	0.47299	0	0	NA	NA	NA
-0.15	0.029	-0.161	0.15	-0.81	0.88498	0.4328	0.96271	0.888631	0.58	0.57092	0	0	NA	NA	NA
0.21	0.103	-0.344	0.36	-1.19	0.72718	0.25309	0.902583	0.816144	1.47	0.26584	0	0	NA	NA	NA
0.5	0.099	-0.291	0.35	-1.02	0.73367	0.32664	0.906115	0.846708	1.12	0.35465	0	0	NA	NA	NA
-0.24	-0.138	-0.234	-0.73	-1.23	0.48061	0.23913	0.77044	0.8073	0.76	0.48663	0	0	NA	NA	NA
-0.68	0.167	-0.273	0.59	-0.96	0.56806	0.35457	0.82181	0.857563	1.36	0.28906	0	0	NA	NA	NA
-0.34	-0.069	-0.291	-0.24	-1.03	0.81068	0.3209	0.937172	0.844983	0.61	0.55808	0	0	NA	NA	NA
-0.32	-0.217	-0.156	-0.54	-0.39	0.59908	0.70514	0.838445	0.953109	0.15	0.86167	0	0	NA	NA	NA
-0.28	0.497	0.327	2.03	1.34	0.06246	0.20359	0.358584	0.791092	2.1	0.16138	0	0	NA	NA	NA
0.01	0.511	0.351	2.49	1.71	0.02696	0.11076	0.267706	0.744984	3.17	0.07502	0	0	NA	NA	NA
-0.42	0.596	0.261	1.24	0.54	0.23527	0.59562	0.585533	0.929322	0.79	0.47471	0	0	NA	NA	NA
-0.14	0.3	0.202	0.72	0.49	0.48336	0.63441	0.772654	0.937711	0.27	0.77092	0	0	NA	NA	NA
-0.69	0.919	0.39	2.36	1	0.03417	0.33429	0.287877	0.850448	2.86	0.09301	0	0	NA	NA	NA
0.06	0.088	0.142	0.36	0.58	0.72415	0.56921	0.901433	0.922887	0.17	0.84441	0	0	NA	NA	NA
-0.2	0.113	-0.35	0.66	-2.06	0.51749	0.05994	0.793654	0.70261	4.48	0.03264	0	0	NA	NA	NA
-0.11	0.019	-0.348	0.08	-1.53	0.93525	0.14846	0.979951	0.763004	1.81	0.2019	0	0	NA	NA	NA
0.01	-0.053	-0.067	-0.6	-0.75	0.56066	0.46453	0.817995	0.899167	0.31	0.74102	0	0	NA	NA	NA
-0.47	-0.302	-0.05	-0.71	-0.12	0.48826	0.90803	0.776224	0.986867	0.31	0.73854	0	0	NA	NA	NA
-0.13	-0.093	-0.154	-0.52	-0.85	0.61353	0.4079	0.84552	0.879996	0.37	0.69995	0	0	NA	NA	NA
-0.46	-0.111	-0.091	-0.3	-0.24	0.77059	0.81226	0.92103	0.972332	0.05	0.95276	0	0	NA	NA	NA
0.11	1.137	0.659	3.82	2.22	0.00204	0.0448	0.114212	0.675606	7.31	0.00722	0	0	NA	NA	NA
-0.56	0.149	-0.415	0.37	-1.03	0.71665	0.32007	0.897972	0.844983	1.18	0.33784	0	0	NA	NA	NA
-0.25	0.136	-0.059	0.26	-0.11	0.80244	0.91309	0.933853	0.987499	0.08	0.92457	0	0	NA	NA	NA
0.25	0.518	0.539	2.13	2.22	0.05251	0.04466	0.33776	0.675378	3.04	0.08185	0	0	NA	NA	NA
0.17	0.755	0.531	2.32	1.63	0.03669	0.1258	0.29494	0.755552	2.78	0.09789	0	0	NA	NA	NA
-0.46	0.247	-0.267	0.57	-0.62	0.57575	0.54677	0.82536	0.916814	0.8	0.46997	0	0	NA	NA	NA
0.26	0.545	0.3	4.03	2.22	0.00138	0.04446	0.098696	0.673559	8.1	0.00501	0	0	NA	NA	NA
-0.08	0.016	-0.094	0.11	-0.68	0.9117	0.50961	0.971866	0.911128	0.4	0.67626	0	0	NA	NA	NA
-0.12	-0.323	-0.107	-1.86	-0.62	0.08451	0.54694	0.40006	0.916814	1.86	0.19338	0	0	NA	NA	NA
0.07	0.397	0.159	1.26	0.51	0.22798	0.62015	0.579035	0.934694	0.83	0.459	0	0	NA	NA	NA
-0.11	-0.164	0.178	-0.75	0.82	0.46504	0.42894	0.761301	0.887427	1.38	0.2845	0	0	NA	NA	NA
-0.21	0.146	0.138	0.6	0.57	0.55928	0.57994	0.81729	0.926111	0.22	0.80603	0	0	NA	NA	NA
-0.01	0.068	0.039	0.45	0.26	0.65858	0.79808	0.869897	0.968938	0.1	0.90354	0	0	NA	NA	NA
-0.03	-0.463	-0.404	-1.46	-1.27	0.16752	0.22417	0.516066	0.800363	1.22	0.32586	0	0	NA	NA	NA
-0.17	0.152	0.295	0.68	1.32	0.50777	0.20939	0.788014	0.793738	0.87	0.44068	0	0	NA	NA	NA
-0.18	0.118	0.071	0.55	0.33	0.59117	0.74608	0.834021	0.960716	0.15	0.86052	0	0	NA	NA	NA
-0.01	0.183	0.039	1.22	0.26	0.24381	0.79702	0.59324	0.968444	0.87	0.44212	0	0	NA	NA	NA
-0.17	0.087	0.356	0.56	2.28	0.58782	0.03972	0.832309	0.669048	2.97	0.08617	0	0	NA	NA	NA
-0.45	-0.265	-0.406	-0.72	-1.11	0.48146	0.28621	0.771055	0.832039	0.63	0.54998	0	0	NA	NA	NA
0.15	0.552	0.567	1.63	1.67	0.1265	0.1174	0.46517	0.749708	1.76	0.21047	0	0	NA	NA	NA
-0.04	-0.085	-0.126	-0.71	-1.05	0.4875	0.31315	0.77559	0.842103	0.56	0.58298	0	0	NA	NA	NA
-0.19	0.101	0.024	0.52	0.13	0.60901	0.90117	0.843565	0.986176	0.16	0.85646	0	0	NA	NA	NA
-0.14	0.067	0.177	0.44	1.15	0.66982	0.27175	0.875383	0.824108	0.69	0.52025	0	0	NA	NA	NA
-0.54	-0.16	-0.01	-0.7	-0.04	0.49313	0.96478	0.778936	0.995658	0.34	0.72107	0	0	NA	NA	NA
-0.95	0.293	0.631	0.49	1.05	0.63495	0.31409	0.85683	0.842414	0.55	0.5874	0	0	NA	NA	NA
-0.21	0.038	0.108	0.24	0.69	0.81247	0.50318	0.937744	0.909111	0.25	0.7816	0	0	NA	NA	NA
0.37	0.27	0.233	1.12	0.97	0.28153	0.34981	0.626848	0.855638	0.72	0.50647	0	0	NA	NA	NA
0.21	-0.101	0.596	-0.13	0.77	0.89807	0.45273	0.967388	0.895894	0.53	0.60261	0	0	NA	NA	NA
-0.31	-0.1	-0.455	-0.27	-1.21	0.79339	0.24705	0.930503	0.812654	0.85	0.44861	0	0	NA	NA	NA
-0.31	-0.384	-0.123	-2.3	-0.74	0.03859	0.47388	0.300201	0.90181	2.84	0.09373	0	0	NA	NA	NA
-0.44	-0.528	-0.535	-4.1	-4.16	0.0012	0.00107	0.092729	0.453348	10.97	0.00154	0	0	NA	NA	NA
-0.01	-0.101	-0.197	-0.65	-1.27	0.52577	0.2247	0.799561	0.800384	0.81	0.4644	0	0	NA	NA	NA
-0.08	-0.103	0.046	-0.31	0.14	0.75871	0.89108	0.916123	0.985051	0.12	0.88754	0	0	NA	NA	NA
0.11	0.341	0.295	1.86	1.6	0.08589	0.1322	0.402051	0.759133	1.96	0.1797	0	0	NA	NA	NA
-0.06	0.208	0.342	0.52	0.85	0.61262	0.40896	0.845048	0.880073	0.36	0.70096	0	0	NA	NA	NA
-0.19	-0.079	-0.401	-0.2	-1.02	0.84417	0.32753	0.949558	0.847086	0.61	0.55654	0	0	NA	NA	NA
0	-0.135	0.008	-1.57	0.1	0.14016	0.92454	0.481979	0.989385	1.91	0.18678	0	0	NA	NA	NA
0.1	-0.162	-0.035	-1.09	-0.23	0.29636	0.81959	0.638651	0.973542	0.69	0.51846	0	0	NA	NA	NA
0.12	0.404	0.472	2.12	2.48	0.05293	0.02738	0.338671	0.636615	3.47	0.06114	0	0	NA	NA	NA
0.14	-0.08	0.237	-0.3	0.89	0.76884	0.38934	0.920117	0.872444	0.85	0.44847	0	0	NA	NA	NA
-0.5	0.26	-0.42	0.72	-1.17	0.48315	0.26336	0.772439	0.819663	2.04	0.16881	0	0	NA	NA	NA
-0.06	0.018	-0.049	0.09	-0.25	0.92701	0.80763	0.977249	0.971381	0.07	0.93314	0	0	NA	NA	NA
-0.04	0.065	0.487	0.19	1.44	0.84991	0.17262	0.951338	0.773786	1.31	0.30352	0	0	NA	NA	NA
-0.07	0.274	0.271	1.37	1.35	0.19438	0.19874	0.545182	0.789372	1.19	0.33504	0	0	NA	NA	NA
-0.23	0.311	0.526	0.83	1.4	0.42062	0.18336	0.732216	0.779736	0.99	0.39841	0	0	NA	NA	NA
-0.15	0.361	-0.01	1.03	-0.03	0.32167	0.97856	0.658941	0.997239	0.79	0.47423	0	0	NA	NA	NA
-0.37	0.589	0.638	1.07	1.16	0.30412	0.2675	0.645601	0.820886	0.8	0.46941	0	0	NA	NA	NA
-0.79	-0.086	0	-0.24	0	0.81545	0.99971	0.938744	1	0.04	0.96002	0	0	NA	NA	NA
-0.25	0.535	0.743	1.2	1.66	0.25276	0.12015	0.601532	0.752727	1.43	0.27317	0	0	NA	NA	NA
-0.11	-0.136	-0.117	-0.87	-0.75	0.40023	0.4658	0.717925	0.899697	0.43	0.65948	0	0	NA	NA	NA
-0.05	-0.044	-0.056	-0.24	-0.31	0.8117	0.75987	0.937282	0.963205	0.05	0.94934	0	0	NA	NA	NA
-0.11	-0.294	-0.143	-2.49	-1.21	0.02655	0.24689	0.266632	0.812654	3.13	0.07686	0	0	NA	NA	NA
0.03	0.248	0.063	1.38	0.35	0.19184	0.73237	0.543111	0.959318	1.07	0.37084	0	0	NA	NA	NA
-0.32	0.67	0.691	2.21	2.28	0.04503	0.03957	0.317859	0.669048	3.25	0.071	0	0	NA	NA	NA
0.01	0.097	0.191	0.45	0.89	0.66021	0.38979	0.870596	0.872672	0.4	0.68029	0	0	NA	NA	NA
-0.11	-0.191	0.094	-0.9	0.44	0.38241	0.66519	0.704411	0.944909	1.05	0.37623	0	0	NA	NA	NA
-0.24	0.509	0.352	2.95	2.04	0.01108	0.06184	0.203047	0.70261	4.46	0.03289	0	0	NA	NA	NA
-0.36	0.205	0.675	0.59	1.94	0.565	0.074	0.820003	0.718373	2.05	0.16725	0	0	NA	NA	NA
-0.25	0.606	0.053	2.09	0.18	0.0569	0.85765	0.346854	0.979215	2.86	0.09257	0	0	NA	NA	NA
0.06	0.806	0.407	3.53	1.78	0.00359	0.09743	0.139185	0.732531	6.25	0.01222	0	0	NA	NA	NA
-0.26	0.174	0.545	0.84	2.62	0.41806	0.02082	0.73053	0.622795	3.72	0.0523	0	0	NA	NA	NA
-0.41	0.773	1.225	1.6	2.54	0.13334	0.02456	0.473993	0.629049	3.24	0.07147	0	0	NA	NA	NA
-0.1	-0.574	-0.45	-3.46	-2.71	0.00413	0.01752	0.14541	0.603517	6.43	0.01116	0	0	NA	NA	NA
0.75	1.096	1.027	4.37	4.1	0.00072	0.0012	0.080497	0.453348	11.59	0.00122	0	0	NA	NA	NA
0.08	-0.229	0.033	-0.89	0.13	0.39177	0.90111	0.711486	0.986176	0.67	0.52892	0	0	NA	NA	NA
0.04	0.074	0.301	0.41	1.68	0.68479	0.11636	0.882049	0.749529	1.61	0.2375	0	0	NA	NA	NA
-0.11	-0.162	-0.115	-0.67	-0.47	0.51719	0.64333	0.793654	0.940214	0.23	0.79824	0	0	NA	NA	NA
0.07	-0.27	-0.27	-1.73	-1.73	0.10715	0.10699	0.44091	0.741214	1.92	0.18509	0	0	NA	NA	NA
-0.07	-0.099	0.092	-0.37	0.35	0.71508	0.7345	0.897465	0.959595	0.29	0.75206	0	0	NA	NA	NA
-1.12	0.095	0.322	0.2	0.69	0.84266	0.50265	0.948769	0.908867	0.26	0.77419	0	0	NA	NA	NA
0.32	-0.494	0.153	-1.37	0.43	0.19292	0.67686	0.543732	0.9474	1.96	0.17931	0	0	NA	NA	NA
-0.43	-0.078	-0.152	-0.33	-0.65	0.74524	0.52988	0.910844	0.913597	0.21	0.81437	0	0	NA	NA	NA
-0.9	-0.443	-0.043	-1.03	-0.1	0.32314	0.9219	0.659979	0.988771	0.69	0.52038	0	0	NA	NA	NA
0.16	0.508	0.329	2.36	1.53	0.03388	0.14934	0.287506	0.764161	2.83	0.09464	0	0	NA	NA	NA
-0.18	-0.174	-0.327	-0.52	-0.98	0.60981	0.34227	0.843924	0.853467	0.49	0.62591	0	0	NA	NA	NA
-0.13	-0.073	-0.106	-0.38	-0.56	0.70852	0.58575	0.894471	0.927596	0.16	0.854	0	0	NA	NA	NA
-0.04	-0.015	0.026	-0.12	0.21	0.90289	0.83443	0.968889	0.975695	0.07	0.93704	0	0	NA	NA	NA
0.03	0.053	0.178	0.24	0.83	0.81066	0.42361	0.937172	0.885123	0.37	0.69498	0	0	NA	NA	NA
-0.05	-0.339	0.21	-1.31	0.81	0.21168	0.4296	0.560996	0.887735	2.58	0.11272	0	0	NA	NA	NA
-0.06	-0.456	-0.288	-2.82	-1.78	0.01411	0.09718	0.219217	0.732531	4.02	0.04312	0	0	NA	NA	NA
-0.81	-0.104	-0.271	-0.2	-0.52	0.84471	0.61178	0.949686	0.93284	0.14	0.86993	0	0	NA	NA	NA
0.08	1.148	1.401	3.36	4.11	0.00495	0.00119	0.15416	0.453348	9.28	0.00301	0	0	NA	NA	NA
-0.1	0.409	0.292	1.46	1.05	0.167	0.31406	0.515551	0.842414	1.11	0.35878	0	0	NA	NA	NA
-0.87	0.515	0.548	1.49	1.58	0.16056	0.13717	0.508319	0.759282	1.52	0.25482	0	0	NA	NA	NA
-0.19	0.185	0.26	0.75	1.06	0.46695	0.30987	0.762477	0.841417	0.58	0.57534	0	0	NA	NA	NA
0.09	-0.508	0.874	-0.7	1.21	0.49458	0.2478	0.780017	0.812935	2.1	0.16177	0	0	NA	NA	NA
-0.35	0.419	0.509	1.7	2.06	0.11338	0.05923	0.448826	0.70261	2.35	0.13413	0	0	NA	NA	NA
0.06	-0.203	-0.043	-1.36	-0.29	0.19586	0.77559	0.546824	0.965257	1.08	0.36626	0	0	NA	NA	NA
0.06	0.278	0.441	1.12	1.77	0.28284	0.09908	0.627953	0.733948	1.59	0.24128	0	0	NA	NA	NA
-0.02	-0.272	-0.108	-1.83	-0.73	0.0902	0.47974	0.410599	0.903463	1.73	0.21499	0	0	NA	NA	NA
0.37	-0.14	-0.144	-0.63	-0.65	0.53814	0.52698	0.806704	0.913555	0.26	0.77179	0	0	NA	NA	NA
0.09	0.471	0.353	2.52	1.89	0.02544	0.08124	0.262435	0.725507	3.34	0.06685	0	0	NA	NA	NA
0.19	-0.132	0.305	-0.63	1.47	0.53681	0.16552	0.805744	0.772341	2.6	0.11179	0	0	NA	NA	NA
-0.03	0.051	0.094	0.34	0.62	0.73995	0.5436	0.908962	0.916256	0.19	0.82568	0	0	NA	NA	NA
-0.03	-0.465	0.112	-2.45	0.59	0.02872	0.56351	0.272665	0.921497	5.77	0.0157	0	0	NA	NA	NA
-0.09	0.393	0.222	1.72	0.97	0.10864	0.34912	0.4434	0.855465	1.48	0.26301	0	0	NA	NA	NA
-0.4	-0.928	-0.087	-3.03	-0.28	0.00938	0.78124	0.193685	0.966675	6.03	0.01372	0	0	NA	NA	NA
-0.21	-0.25	-0.175	-1.12	-0.78	0.28445	0.44893	0.628962	0.894193	0.64	0.54245	0	0	NA	NA	NA
0.02	0.299	0.203	1.77	1.2	0.09961	0.25019	0.427508	0.814555	1.6	0.23814	0	0	NA	NA	NA
0.21	0.151	0.188	1.05	1.3	0.31456	0.21519	0.653535	0.795606	0.92	0.4217	0	0	NA	NA	NA
