probe	logFC	AveExpr	t	P.Value	adj.P.Val	B	symbol
201193_at	-0.542944368174244	9.03316901756522	-3.443459919846	0.00206054905049244	0.322609608211007	-1.30477188637946	IDH1
201473_at	0.567001283068181	8.33676007656522	3.4413348397302	0.00207147024037816	0.322609608211007	-1.30926484689129	JUNB
200632_s_at	0.73875792015909	9.90664865395652	3.4384554794193	0.00208635768856663	0.322655946032525	-1.31535135464011	NDRG1
203548_s_at	1.86395443433333	8.45450390473913	3.42148842886339	0.00217622031085353	0.329637754620039	-1.35118883478681	LPL
204309_at	0.591957174469698	11.2817422378261	3.42277107928909	0.00216929754711201	0.329637754620039	-1.34848134081481	CYP11A1
210214_s_at	0.360057345681818	6.62555655926087	3.42454395961616	0.00215976413239561	0.329637754620039	-1.34473858133417	BMPR2
204304_s_at	-0.461322041439394	6.58738412052174	-3.41091100180273	0.00223413373330982	0.331880336767954	-1.3735055882411	PROM1
208096_s_at	-0.743317086909092	6.88223513234783	-3.4105661988204	0.0022360465827911	0.331880336767954	-1.37423274683085	COL21A1
48580_at	0.280288334507574	9.84352592682609	3.41326888767129	0.00222109553590958	0.331880336767954	-1.36853246979832	CXXC1
200642_at	-0.53705830773485	10.8574972673478	-3.40444165959768	0.00227028979735188	0.334716392456246	-1.38714542824203	SOD1
204105_s_at	-0.508429587772727	7.64921812326087	-3.40105761273773	0.00228942846768354	0.335003377864459	-1.39427739688401	NRCAM
208106_x_at	0.351839563333333	13.6494862778261	3.3987563489366	0.00230253282547582	0.335003377864459	-1.39912623065819	PSG6
202744_at	-0.234559047007576	7.12630339586957	-3.38904118723697	0.00235866247641811	0.336815529360993	-1.41958612959944	SLC20A2
205618_at	0.684313312000001	8.12019756834783	3.39283325072458	0.00233659737571227	0.336815529360993	-1.41160211253501	PRRG1
219038_at	-0.436779037113637	9.59586175934783	-3.388696421039	0.0023606785914969	0.336815529360993	-1.42031189298383	MORC4
203123_s_at	0.59716726860606	8.68531190317391	3.38432039093256	0.00238641447998965	0.338304847595968	-1.42952199014015	SLC11A2
40016_g_at	0.494762165454545	8.56593460352174	3.3796991157215	0.00241388834182542	0.340020004327829	-1.43924454171712	MAST4
203786_s_at	0.34952462875	7.30102174986957	3.3747154750709	0.00244386053539098	0.342063137596023	-1.44972517125734	TPD52L1
205911_at	-0.279547638325757	6.58536948617391	-3.36696508061631	0.00249119113505816	0.343682917978911	-1.4660153909788	PTH1R
208824_x_at	0.215546116287878	7.93262191082609	3.36520626419281	0.0025020551568892	0.343682917978911	-1.46971065204056	CDK16
218019_s_at	-0.359657368181818	8.02149691265217	-3.36552741703472	0.00250006800582142	0.343682917978911	-1.46903595425703	PDXK
203549_s_at	1.68798828334849	9.37607933695652	3.35917483634403	0.00253966080201649	0.346695053312313	-1.48237834419195	LPL
216041_x_at	0.427011783181818	11.0825658182609	3.35347076878354	0.00257572939701355	0.349461690889293	-1.49435233361919	GRN
202218_s_at	-0.387764169484849	6.67526023121739	-3.34702854541932	0.00261706297704176	0.350765743862295	-1.50786861336162	FADS2
203741_s_at	-0.631794555583333	6.90866339895652	-3.34790989593051	0.00261137045507137	0.350765743862295	-1.50601992830286	ADCY7
203960_s_at	-0.208380081295455	5.08963512813043	-3.33838552716024	0.00267352824656978	0.356175163692113	-1.52599015056277	HSPB11
201810_s_at	0.839171491939393	8.48976519421739	3.33406148904332	0.00270221876983982	0.357841725119806	-1.53505094253644	SH3BP5
201310_s_at	-0.64243634290909	8.69126831	-3.32920259238565	0.00273481415754831	0.360002470798696	-1.54522827088137	NREP
209487_at	-0.38204840364394	8.65214640382609	-3.3205463499909	0.00279382982660122	0.363272321808175	-1.56334825438043	RBPMS
210316_at	0.596488632416666	6.9499970083913	3.31685234122642	0.00281938829847811	0.363272321808175	-1.57107648043665	FLT4
210980_s_at	-0.532214749742424	9.37112756217391	-3.31599389664196	0.00282536013343912	0.363272321808175	-1.5728720522775	ASAH1
219434_at	0.639167168045455	7.89198513391304	3.31673967925968	0.00282017134261731	0.363272321808175	-1.57131213879184	TREM1
202392_s_at	-0.318354852848484	9.33610375808696	-3.30888150053527	0.00287531141874831	0.367354511493512	-1.58774324084142	MIR7109 /// PISD
203391_at	0.426108329318181	8.8615316523913	3.2998236151703	0.00294016498007468	0.367354511493512	-1.60666789773768	FKBP2
209086_x_at	-0.343808546886364	8.71247361834783	-3.30366415541931	0.00291249602971868	0.367354511493512	-1.59864581864388	MCAM /// MIR6756
209506_s_at	-0.390486881219698	6.66284376578261	-3.29987563551606	0.00293978850851972	0.367354511493512	-1.60655925763339	NR2F1 /// NR2F2
212277_at	0.549606502818182	9.96739606904348	3.30173502149181	0.00292636271387531	0.367354511493512	-1.60267573614094	MTMR4
221210_s_at	-0.514755824219698	6.84080566852174	-3.29143233776214	0.00300150734176765	0.372911993613435	-1.62418535298409	NPL
200767_s_at	0.23912241275	7.47736626369565	3.28655228593344	0.00303774928098455	0.373221251938741	-1.63436639679682	FAM120A
201266_at	-0.417657145303031	9.77831450182609	-3.2877302988161	0.00302896214711334	0.373221251938741	-1.63190919519696	TXNRD1
218918_at	0.603445565833332	11.5069331447826	3.2730654039513	0.00314012517362772	0.383667780192138	-1.66247857418044	MAN1C1
204482_at	0.343711302250001	5.75887619695652	3.26624756020055	0.00319313938379454	0.388001524574814	-1.67667568132623	CLDN5
221135_s_at	0.322354663378787	6.59454439421739	3.25915713504595	0.00324919043161564	0.392654898334316	-1.69143027054514	ASTE1
203394_s_at	0.436850088007575	7.27980958595652	3.25126212231104	0.00331272052426981	0.396004402130956	-1.7078468899062	HES1
212093_s_at	0.365121077356061	8.36092560913043	3.25181129520902	0.0033082628472037	0.396004402130956	-1.7067053785651	MTUS1
201250_s_at	0.518269895924242	10.8214805947391	3.23812122144464	0.00342113294805495	0.405635898976458	-1.73514270132461	SLC2A1
201811_x_at	0.659667486772728	9.66627245465217	3.23527877291055	0.00344502975963744	0.405635898976458	-1.74104213702582	SH3BP5
207223_s_at	0.205910041340909	6.06218007382609	3.23488915702552	0.00344831783891359	0.405635898976458	-1.74185064193494	PTBP3
219424_at	0.579334983712121	11.860142256087	3.23098475117924	0.00348143595680306	0.407364847538094	-1.74995101875629	EBI3
207661_s_at	0.214013517363636	6.14250754508696	3.21698624968893	0.00360271634411353	0.413488213229462	-1.77896649532608	SH3PXD2A
209825_s_at	0.791788928772728	9.85753552491304	3.21543823200734	0.0036163757162385	0.413488213229462	-1.78217255847544	MIR3658 /// UCK2
212242_at	0.564363859113637	7.16037853873913	3.21210572178255	0.00364595078361949	0.413488213229462	-1.78907267321157	TUBA4A
212792_at	-0.39753620784091	6.22430852669565	-3.21259423751011	0.00364160080218129	0.413488213229462	-1.78806133043346	DPY19L1
218507_at	0.621739516583332	9.40010783973913	3.21289268026045	0.00363894578636651	0.413488213229462	-1.78744345793773	HILPDA
221041_s_at	-0.246788004939395	8.16165669917391	-3.21271052236223	0.00364056608312968	0.413488213229462	-1.78782058569265	SLC17A5
203695_s_at	-0.389066040507576	8.39400086243478	-3.20954143395911	0.00366886676395719	0.413964226963843	-1.79438049911439	DFNA5
208962_s_at	-0.414964986045455	6.22434222956522	-3.20048207860076	0.00375094377145889	0.421076758912758	-1.81312093368542	FADS1 /// MIR1908
205498_at	-0.628420019234849	5.80351680743478	-3.1968618196381	0.00378423560804487	0.422668537736931	-1.82060484002446	GHR
218826_at	0.390372790924243	8.1607817413913	3.1894971338021	0.00385284226283779	0.428168877601296	-1.83582034977979	SLC35F2
214433_s_at	-0.42227785635606	6.03002351069565	-3.18653708168227	0.00388075331941294	0.429114298294086	-1.84193243317085	SELENBP1
200678_x_at	0.425701025303031	11.0715313791304	3.17918307493672	0.00395094173048292	0.430419095416896	-1.85710888119058	GRN
206413_s_at	0.324756391469696	7.54833983965217	3.18085064642276	0.00393491962472685	0.430419095416896	-1.85366858617165	TCL1B
47069_at	-0.432819249901516	8.33613545473913	-3.18098749556658	0.00393360755384215	0.430419095416896	-1.85338623070316	PRR5
207076_s_at	-0.514096381515151	8.34639365213043	-3.17686444366276	0.00397332370151503	0.430735557151985	-1.86189130440274	ASS1
205768_s_at	-0.534215217590909	6.358197098	-3.17298422376241	0.00401105324892661	0.432621043238758	-1.86989194214123	SLC27A2
213994_s_at	-0.383812157401515	4.45548359356522	-3.17106511831612	0.0040298410539084	0.432621043238758	-1.8738476859059	SPON1
201753_s_at	-0.397402634507576	8.01395317313044	-3.16261042298531	0.00411362504141403	0.439482211550103	-1.89126484599607	ADD3
213243_at	-0.243631790704546	6.08024893882609	-3.1540907905428	0.00419974718385693	0.44652600466825	-1.90879913764854	VPS13B
218839_at	0.30659638425	7.55745078691304	3.14210876772115	0.00432381007910056	0.457517033011047	-1.9334308300554	HEY1
218549_s_at	-0.197018605492425	5.595235548	-3.13880895364271	0.00435859091043529	0.457643291213324	-1.9402084145082	RMDN1
221841_s_at	0.61080978659091	9.73035873882609	3.13807241116977	0.00436639088609592	0.457643291213324	-1.94172087012091	KLF4
203518_at	0.220380005833333	6.3343855536087	3.13260751247314	0.00442468470882233	0.460069944466216	-1.95293877628784	LYST
213933_at	-0.336510630651515	6.824843728	-3.13200561014121	0.00443115071993236	0.460069944466216	-1.95417388024967	PTGER3
205109_s_at	0.40065290844697	5.69095725569565	3.12654619362865	0.00449021542656555	0.464023897936903	-1.96537266756714	ARHGEF4 /// LOC101930241
208978_at	0.617920401378788	9.04264303134783	3.12269873772376	0.00453229423152573	0.464035587639775	-1.97326059697887	CRIP2
212094_at	-0.363286260075758	10.9812231234783	-3.12284861307903	0.00453064800818508	0.464035587639775	-1.97295339377928	PEG10
