probe	id	pvalue	symbol	group
A_23_P1948	2347	0.02416	LBHD1	GSE4707_PEvC
A_24_P921155	2349	0.00267	NEPRO	GSE4707_PEvC
A_23_P39185	2357	0.02745	RDH13	GSE4707_PEvC
A_24_P916496	2358	0.01592	PRKCA	GSE4707_PEvC
A_32_P139219	2359	0.01345	NA	GSE4707_PEvC
A_23_P113317	2374	0.0298	P4HTM	GSE4707_PEvC
A_24_P419309	2382	0.03112	SNRNP40	GSE4707_PEvC
A_24_P154914	2407	0.0413	ZNF107	GSE4707_PEvC
A_23_P250042	2418	0.02866	SELENOT	GSE4707_PEvC
A_24_P221778	2421	0.03193	NA	GSE4707_PEvC
A_23_P375494	2425	0.00258	CEBPA	GSE4707_PEvC
A_24_P397817	2432	0	LEP	GSE4707_PEvC
A_23_P65609	2436	0.02116	GTF2A1	GSE4707_PEvC
A_32_P107282	2443	0.01589	NA	GSE4707_PEvC
A_23_P108994	2466	0.00334	RPN2	GSE4707_PEvC
A_24_P36229	2482	0.04749	DTNA	GSE4707_PEvC
A_24_P188377	2530	0.00076	CD55	GSE4707_PEvC
A_24_P375691	2538	0.00376	LOC284412	GSE4707_PEvC
A_32_P27991	2549	0.0392	NA	GSE4707_PEvC
A_23_P397856	2562	0.03962	TIRAP	GSE4707_PEvC
A_32_P151589	2563	0.03371	SMARCA2	GSE4707_PEvC
A_24_P923670	2565	0.02623	NA	GSE4707_PEvC
A_24_P928068	2578	0.0498	TAF15	GSE4707_PEvC
A_32_P40288	2581	0.00738	TMEM200A	GSE4707_PEvC
A_23_P45140	2593	0.03075	KRAS	GSE4707_PEvC
A_23_P131449	2594	0.02728	NA	GSE4707_PEvC
A_32_P94087	2631	0.04535	RPL21P44	GSE4707_PEvC
A_24_P221885	2633	0.00255	TRIOBP	GSE4707_PEvC
A_24_P33575	2644	0.02008	NA	GSE4707_PEvC
A_32_P179526	2647	5e-05	ZBTB20	GSE4707_PEvC
A_32_P2161	2649	0.03941	IPO5P1	GSE4707_PEvC
A_23_P71948	2650	0.02089	AKNA	GSE4707_PEvC
A_23_P332459	2658	0.03101	HDAC9	GSE4707_PEvC
A_32_P49423	2660	0.03289	NPM1	GSE4707_PEvC
A_23_P56604	2668	0.00983	IL1RL2	GSE4707_PEvC
A_23_P218269	2669	0.02208	TAOK2	GSE4707_PEvC
A_32_P139842	2702	0.00108	NA	GSE4707_PEvC
A_23_P2967	2714	0.02131	AP1G2	GSE4707_PEvC
A_32_P218543	2715	0.02582	NA	GSE4707_PEvC
A_32_P32923	2721	0.02219	NA	GSE4707_PEvC
A_32_P47200	2740	0.0027	NA	GSE4707_PEvC
A_23_P71480	2746	0.04935	DEFB1	GSE4707_PEvC
A_24_P361158	2756	0.00223	ZNF839	GSE4707_PEvC
A_23_P142634	2757	0.02382	METTL5	GSE4707_PEvC
A_23_P334186	2774	0.02963	MEF2D	GSE4707_PEvC
A_23_P166899	2778	0.04554	DNAJB11	GSE4707_PEvC
A_32_P190303	2787	0.0024	LONRF2	GSE4707_PEvC
A_23_P163027	2796	0.01208	PARP2	GSE4707_PEvC
A_24_P937536	2844	0.00049	NA	GSE4707_PEvC
A_23_P62173	2846	0.03897	TEX13A	GSE4707_PEvC
A_23_P213840	2847	0.04054	ATP6V0E1	GSE4707_PEvC
A_32_P527232	2869	0.02365	LMF2	GSE4707_PEvC
A_23_P44421	2891	0.00155	HTRA4	GSE4707_PEvC
A_24_P81841	2896	0.00487	CDKN1B	GSE4707_PEvC
A_24_P115990	2908	0.00853	AMHR2	GSE4707_PEvC
A_23_P130435	2917	0.00708	LIM2	GSE4707_PEvC
A_23_P48596	2923	0.03292	RNASE1	GSE4707_PEvC
A_32_P49334	2929	0.01061	MIF-AS1	GSE4707_PEvC
A_32_P148058	2930	0.02324	RUNX2	GSE4707_PEvC
A_23_P16648	2932	0.01646	PCSK4	GSE4707_PEvC
A_24_P334640	2938	0.00175	PAQR8	GSE4707_PEvC
A_23_P382654	2960	0.03767	ASCC3	GSE4707_PEvC
A_24_P75399	2967	0.02005	NA	GSE4707_PEvC
A_23_P65930	2973	0.04854	ZFYVE19	GSE4707_PEvC
A_23_P216667	2975	0.04069	FOXE1	GSE4707_PEvC
A_32_P125808	2976	0.03821	NA	GSE4707_PEvC
A_23_P130149	2977	1e-05	ENO3	GSE4707_PEvC
A_23_P131417	2978	0.01676	HDLBP	GSE4707_PEvC
A_23_P89460	2990	0.03494	AATF	GSE4707_PEvC
A_32_P30330	2995	0.02616	NA	GSE4707_PEvC
A_32_P228331	2996	0.03707	NA	GSE4707_PEvC
A_23_P337550	3007	0.02571	OTUD5	GSE4707_PEvC
A_23_P134925	3022	0.00394	BNIP3L	GSE4707_PEvC
A_23_P204564	3027	0.02111	PPP1R12A	GSE4707_PEvC
A_32_P166152	3046	0.04753	NA	GSE4707_PEvC
A_23_P147431	3050	0.00646	LYN	GSE4707_PEvC
A_24_P52733	3051	0.01844	IL10RA	GSE4707_PEvC
A_23_P389250	3052	0.00461	NA	GSE4707_PEvC
A_23_P149938	3059	0.01016	NA	GSE4707_PEvC
A_32_P213509	3070	0.04741	NA	GSE4707_PEvC
A_23_P302028	3073	0.03356	NA	GSE4707_PEvC
A_24_P669271	3080	0.01836	NA	GSE4707_PEvC
A_23_P97465	3082	0.03244	PRAMEF2	GSE4707_PEvC
A_23_P43049	3084	3e-05	DCTN6	GSE4707_PEvC
A_24_P152398	3087	0.00159	TP53AIP1	GSE4707_PEvC
A_24_P358406	3097	0.00537	NA	GSE4707_PEvC
A_24_P170103	3108	0.00145	NA	GSE4707_PEvC
A_23_P28169	3112	0.03271	ARL6IP6	GSE4707_PEvC
A_23_P417363	3113	0.01823	CLIP4	GSE4707_PEvC
A_24_P910246	3127	0.02	NA	GSE4707_PEvC
A_32_P208599	3130	0.00963	TMEM139	GSE4707_PEvC
A_23_P159937	3144	0.004	SLC6A8	GSE4707_PEvC
A_24_P136551	3146	0.01012	NPLOC4	GSE4707_PEvC
A_23_P88873	3153	0.02169	GAN	GSE4707_PEvC
A_32_P113380	3157	0.02796	NA	GSE4707_PEvC
A_24_P795106	3183	0.01322	NA	GSE4707_PEvC
A_24_P873688	3191	0.0275	CENPN	GSE4707_PEvC
A_32_P166760	3213	0.04909	TMEM123	GSE4707_PEvC
A_24_P89835	3215	0.01694	MAPK15	GSE4707_PEvC
A_32_P799227	3216	0.02948	NA	GSE4707_PEvC
A_23_P64280	3217	0.04857	LOC100130428	GSE4707_PEvC
A_24_P935417	3222	0.02418	NA	GSE4707_PEvC
A_23_P425932	3262	0.02887	NA	GSE4707_PEvC
A_23_P45786	3273	0.04884	COL9A2	GSE4707_PEvC
A_32_P115015	3296	0.00049	CDC42	GSE4707_PEvC
A_23_P127128	3308	0.01271	DNAJC1	GSE4707_PEvC
A_24_P318400	3315	0.02357	OTUD7A	GSE4707_PEvC
A_23_P87072	3316	0.04846	PANX3	GSE4707_PEvC
A_32_P204258	3318	0.00535	NA	GSE4707_PEvC
A_32_P87649	3322	0.03101	TMCO2	GSE4707_PEvC
A_23_P214789	3324	0.02156	SNX9	GSE4707_PEvC
A_23_P110345	3345	0.04507	CHIC2	GSE4707_PEvC
A_24_P170717	3353	0.03215	SSC5D	GSE4707_PEvC
A_23_P83277	3356	0.03431	IL11RA	GSE4707_PEvC
A_24_P637226	3359	0.04346	NA	GSE4707_PEvC
A_23_P1691	3377	0.01101	MMP1	GSE4707_PEvC
A_23_P204427	3402	0.00817	PPP1CC	GSE4707_PEvC
A_24_P33895	3405	0.00369	ATF3	GSE4707_PEvC
A_32_P205323	3406	0.03565	SPDYE3	GSE4707_PEvC
A_24_P23400	3416	0.02239	SLC6A8	GSE4707_PEvC
A_24_P136725	3431	0.01687	NA	GSE4707_PEvC
A_24_P647146	3439	0.00125	HDAC7	GSE4707_PEvC
A_24_P107291	3445	0.03224	PPP2R1B	GSE4707_PEvC
A_23_P211167	3455	0.04879	C21orf2	GSE4707_PEvC
A_24_P1545	3459	0.00957	FGFR1OP2	GSE4707_PEvC
A_23_P206441.1	3490	0.04609	FANCA	GSE4707_PEvC
A_23_P26570	3507	0.0387	TMED6	GSE4707_PEvC
A_24_P773119	3518	0.02919	NA	GSE4707_PEvC
A_32_P225667	3523	0.03712	NA	GSE4707_PEvC
